CountryName,2010,2011,2012,2013,2014,2015,2016,2017,2018
South Asia (IDA & IBRD),1257.66949,1367.338787,1364.441602,1381.881309,1494.461188,1541.835813,1648.678479,1867.272248,1905.76641
Sub-Saharan Africa (IDA & IBRD countries),1576.176004,1738.47572,1782.408543,1844.577249,1885.558172,1669.443418,1511.3049,1599.336187,1574.197871
Trinidad and Tobago,16683.35538,19034.1492,19161.95991,20026.78753,20169.65301,18332.49031,15786.12052,16076.08204,16843.70161
Tunisia,4141.976353,4264.674946,4152.678587,4222.703245,4305.474165,3859.814436,3698.565075,3494.318864,3446.607238
Turkey,10672.38925,11335.51051,11707.25971,12519.39143,12095.85457,10948.72461,10820.63384,10499.74557,9311.366117
Tuvalu,3022.28882,3640.861433,3507.936911,3454.684953,3398.818942,3197.795645,3255.894866,3572.608367,3700.710677
Tanzania,743.4037847,781.4370143,867.8676806,970.4169384,1030.092917,947.9334465,966.4746224,1004.841121,1050.675254
Uganda,622.4988457,602.6846514,668.832462,689.1548142,739.373927,709.0210386,608.7057351,631.5227198,643.1396702
Ukraine,2965.142365,3569.757027,3855.42128,4029.715504,3104.658296,2124.662666,2187.731997,2640.675677,3095.173581
Upper middle income,6344.152969,7533.005863,8009.525571,8448.564499,8651.290227,8032.489459,7921.734348,8663.27389,9200.453954
Uruguay,11992.01663,14236.68119,15171.58466,16973.67421,16831.97294,15613.76427,15387.14403,16437.24487,17277.97011
United States,48466.82338,49883.11398,51603.49726,53106.90977,55032.958,56803.47243,57904.20196,59927.92983,62641.01457
Uzbekistan,1377.08214,1564.966945,1740.468298,1907.561704,2492.336643,2615.025134,2567.799418,1826.56704,1532.371639
St. Vincent and the Grenadines,6292.789829,6242.193281,6390.314389,6639.621791,6684.803622,6921.40975,7041.560804,7149.630866,7377.678832
"Venezuela, RB",13825.35809,10955.34991,12985.50533,12456.71245,16054.49051,,,,
British Virgin Islands,,,,,,,,,
Virgin Islands (U.S.),40043.19017,39144.16577,37849.72872,34819.14775,33573.09703,34797.14047,35931.54125,35938.02439,
Vietnam,1317.890706,1525.115988,1735.141276,1886.671896,2030.261955,2085.101484,2192.214539,2365.621666,2563.820731
Vanuatu,2966.857116,3264.537017,3133.090209,3124.233078,3088.258303,2721.635936,2830.965284,2976.107116,3033.408146
World,9538.846778,10473.62997,10589.20847,10764.19177,10928.87116,10217.65601,10247.93623,10769.67711,11298.30371
Samoa,3458.188715,3946.173084,4237.01463,4219.909738,4188.733679,4155.279353,4043.694,4307.805464,4392.467755
Kosovo,3283.510304,3736.363217,3600.673475,3876.958302,4054.721339,3574.543333,3697.121677,3948.08815,4281.292329
"Yemen, Rep.",1334.784845,1374.621313,1446.53628,1607.152275,1674.002766,1608.744312,1139.870568,963.494721,944.4084994
South Africa,7328.593646,8007.377412,7501.40728,6829.020465,6428.293579,5730.934174,5272.627749,6127.462297,6374.015446
Zambia,1489.45907,1672.94983,1763.094184,1878.903489,1763.056239,1332.194321,1280.578447,1534.865371,1539.900158
Zimbabwe,948.3318545,1093.654002,1304.969802,1430.000818,1434.89934,1445.071062,1464.583529,1602.403507,2146.996385
Russian,20000,20000,20000,20000,20000,20000,20000,20000,20000
